name,group_name,score,ticker,inception_date,portfolio_date,equity_percentage,holdings
Transamerica Partners Mid Growth,Mid Growth,94.91,DVMGX,9/6/2001,6/30/2015,99.42,42
Transamerica Partners Mid Value,Mid Blend,79.04,DVMVX,8/15/2001,6/30/2015,94.7,165
Transamerica Partners Small Core,Small Blend,81.87,DVPEX,7/5/1994,6/30/2015,98.57,304
Transamerica Partners Small Growth,Small Growth,90.99,DVSGX,8/9/2002,6/30/2015,98.48,54
Transamerica Partners Small Value,Small Blend,94.03,DVSVX,7/10/2002,6/30/2015,94.69,78
Transamerica Small Cap Core A,Small Blend,81.87,SCCAX,10/31/2013,6/30/2015,98.27,303
Transamerica Small Cap Growth A,Small Growth,90.99,ASGTX,8/31/2012,6/30/2015,98.9,54
Transamerica Small Cap Value A,Small Value,88.92,TSLAX,4/30/2012,6/30/2015,95.79,96
Transamerica Small/Mid Cap Value A,Mid Value,88.05,IIVAX,4/2/2001,6/30/2015,98.63,210
Transamerica US Growth A,Large Growth,59.79,TADAX,11/13/2009,6/30/2015,99.26,83
Transparent Value Directional Allc A,Large Growth,79.77,TVRAX,6/18/2012,6/30/2015,100,157
Transparent Value Directnl Allc VI I,Large Growth,79.83,TVPLX,5/6/2014,6/30/2015,100,156
Transparent Value Dividend I,Mid Value,88.39,TVEIX,2/10/2011,6/30/2015,94.8,100
Transparent Value Large-Cap Aggressive A,Large Growth,83.71,TVAAX,4/27/2010,6/30/2015,96.73,101
Transparent Value Large-Cap Core I,Mid Blend,88.78,TVBIX,2/10/2011,6/30/2015,94.3,101
Transparent Value Large-Cap Defensive A,Large Growth,86.51,TVDAX,4/27/2010,6/30/2015,99.02,102
Transparent Value Large-Cap Growth I,Large Growth,79.62,TVGIX,2/10/2011,6/30/2015,100,101
Transparent Value Large-Cap Market A,Large Growth,83.51,TVMAX,4/27/2010,6/30/2015,98.95,101
Transparent Value Large-Cap Value I,Mid Value,76.22,TVVIX,2/10/2011,6/30/2015,94.78,101
Transparent Value Small-Cap A,Small Blend,91.64,TVSAX,4/1/2014,6/30/2015,98.96,101
Tributary Growth Opps Inst,Mid Growth,91.52,FOGRX,4/1/1998,6/30/2015,97.06,86
Tributary Small Company Instl,Small Blend,95.08,FOSCX,6/10/1996,6/30/2015,95.14,66
TS&W Equity Institutional,Large Value,67.52,TSWEX,7/17/1992,6/30/2015,99.58,51
Turner Emerging Growth Investor,Small Growth,94.3,TMCGX,2/27/1998,6/30/2015,99.58,71
Turner Midcap Growth Investor,Mid Growth,96.92,TMGFX,10/1/1996,6/30/2015,97.66,56
Turner Small Cap Growth,Small Growth,87.08,TSCEX,2/7/1994,6/30/2015,94.57,66
UBS US Defensive Equity A,Large Blend,108.06,BEAAX,9/26/2006,3/31/2015,93.28,88
UBS US Equity Opportunity P,Large Growth,84.99,BUSVX,6/29/2001,3/31/2015,94.89,34
UBS US Large Cap Equity P,Large Blend,76.76,BPEQX,2/22/1994,3/31/2015,98.71,81
UBS US Small Cap Growth P,Small Growth,86.57,BISCX,9/30/1997,3/31/2015,98.66,93
Undiscovered Mgrs Behavioral Value Inst,Small Value,90.02,UBVLX,12/28/1998,6/30/2015,92.53,81
Union Street Partners Value A,Large Value,72.46,USPVX,12/30/2010,6/30/2015,90.1,27
Upright Growth,Large Blend,90.14,UPUPX,1/21/1999,3/31/2015,88.54,36
US Global Investors All American Eq,Large Growth,87.07,GBTFX,3/4/1981,3/31/2015,98.05,87
US Global Investors Holmes Macro Trends,Mid Growth,98.61,MEGAX,10/17/1994,3/31/2015,91.84,78
USA Mutuals Barrier Investor,Large Blend,95.49,VICEX,8/30/2002,7/31/2015,95.23,53
USAA Aggressive Growth,Large Growth,47.12,USAUX,10/19/1981,4/30/2015,99.54,143
USAA Extended Market Index,Mid Blend,57.39,USMIX,10/27/2000,3/31/2015,94.3,"2,521"
USAA Growth,Large Growth,69.94,USAAX,4/5/1971,4/30/2015,98.75,84
USAA Growth & Income,Large Blend,60.29,USGRX,6/1/1993,4/30/2015,98.31,135
USAA Income Stock,Large Blend,65.72,USISX,5/4/1987,4/30/2015,97.96,138
USAA NASDAQ-100 Index,Large Growth,50.8,USNQX,10/27/2000,3/31/2015,96.04,110
USAA S&P 500 Index Member,Large Blend,13.42,USSPX,5/1/1996,6/30/2015,97.15,504
USAA Small Cap Stock,Small Blend,88.77,USCAX,8/2/1999,4/30/2015,92.48,124
USAA Value,Large Value,74.05,UVALX,8/3/2001,4/30/2015,96.77,127
VALIC Company I Blue Chip Growth,Large Growth,55.66,VCBCX,11/1/2000,6/30/2015,99.76,134
VALIC Company I Broad Cap Value Income,Large Value,76.81,VBCVX,12/5/2005,6/30/2015,100,71
VALIC Company I Core Equity,Large Value,75.07,VCCEX,4/29/1994,6/30/2015,97.92,171
VALIC Company I Dividend Value,Large Value,56.3,VCIGX,12/8/2000,6/30/2015,97.8,102
VALIC Company I Growth,Large Growth,63.37,VCULX,12/5/2005,6/30/2015,98.98,291
VALIC Company I Growth & Income,Large Blend,42.21,VCGAX,4/29/1994,6/30/2015,98.11,207
VALIC Company I Large Cap Core,Large Growth,73.52,VLCCX,12/5/2005,6/30/2015,97.43,77
VALIC Company I Large Capital Growth,Large Growth,71.43,VLCGX,12/20/2004,6/30/2015,99.16,65
VALIC Company I Mid Cap Index,Mid Blend,75.96,VMIDX,10/1/1991,6/30/2015,96.58,405
VALIC Company I Mid Cap Strategic Gr,Mid Growth,92.58,VMSGX,12/20/2004,6/30/2015,93.85,122
VALIC Company I NASDAQ-100 Index,Large Growth,50.8,VCNIX,10/2/2000,6/30/2015,96.87,111
VALIC Company I Small Cap,Small Blend,77.8,VCSMX,12/8/2000,6/30/2015,98.25,688
VALIC Company I Small Cap Agrsv Gr,Small Growth,87.9,VSAGX,12/5/2005,6/30/2015,96.93,90
VALIC Company I Small Cap Index,Small Blend,38.57,VCSLX,5/1/1992,6/30/2015,96.62,"1,981"
VALIC Company I Small Cap Special Val,Small Value,76.07,VSSVX,12/5/2005,6/30/2015,96.92,217
VALIC Company I Small-Mid Growth,Small Growth,92.84,VSSGX,12/5/2005,6/30/2015,99.4,111
VALIC Company I Stock Index,Large Blend,13.69,VSTIX,4/20/1987,6/30/2015,98.26,509
VALIC Company I Value,Large Value,64.69,VAVAX,12/31/2001,6/30/2015,98.84,79
VALIC Company II Capital Appreciation,Large Growth,54.3,VCCAX,9/1/1998,6/30/2015,99.66,69
VALIC Company II Large Cap Value,Large Value,72.22,VACVX,9/1/1998,6/30/2015,97.96,125
VALIC Company II Mid Cap Growth,Mid Growth,94.57,VAMGX,9/1/1998,6/30/2015,97.46,75
VALIC Company II Mid Cap Value,Mid Value,81,VMCVX,9/1/1998,6/30/2015,97.45,197
VALIC Company II Small Cap Growth,Small Growth,85.36,VASMX,9/1/1998,6/30/2015,99.45,124
VALIC Company II Small Cap Value,Small Value,80.68,VCSVX,9/1/1998,6/30/2015,96.7,460
VALIC Company II Socially Responsible,Large Blend,38.25,VCSRX,9/1/1998,6/30/2015,95.88,305
Valley Forge,Large Value,91.24,VAFGX,3/15/1972,3/31/2015,65.8,22
Value Line Larger Companies Focused,Large Growth,64.44,VALLX,3/20/1972,6/30/2015,99.87,47
Value Line Mid Cap Focused,Mid Growth,95.55,VLIFX,3/1/1950,6/30/2015,98.44,46
Value Line Premier Growth,Mid Growth,91.06,VALSX,5/30/1956,6/30/2015,98.45,129
Value Line Small Cap Opportunities,Small Growth,88.82,VLEOX,6/23/1993,6/30/2015,95.37,112
Vanguard 500 Index Inv,Large Blend,13.68,VFINX,8/31/1976,6/30/2015,99.64,510
Vanguard Capital Opportunity Inv,Large Growth,85.58,VHCOX,8/14/1995,6/30/2015,94.92,135
Vanguard Capital Value Inv,Large Blend,93.2,VCVLX,12/17/2001,6/30/2015,98.95,143
Vanguard Dividend Growth Inv,Large Blend,72.19,VDIGX,5/15/1992,6/30/2015,97.77,51
Vanguard Equity-Income Inv,Large Value,50.95,VEIPX,3/21/1988,6/30/2015,98.52,183
Vanguard Explorer Inv,Small Growth,78.53,VEXPX,12/11/1967,6/30/2015,96.08,734
Vanguard Explorer Value Inv,Small Blend,89.23,VEVFX,3/30/2010,6/30/2015,92.08,176
Vanguard Extended Market Idx Inv,Mid Blend,55.44,VEXMX,12/21/1987,6/30/2015,99.57,"3,323"
Vanguard FTSE Social Index Inv,Large Blend,36.27,VFTSX,5/31/2000,6/30/2015,99.43,407
Vanguard Growth & Income Inv,Large Blend,35.76,VQNPX,12/10/1986,6/30/2015,97.43,916
Vanguard Growth Index Inv,Large Growth,42.96,VIGRX,11/2/1992,6/30/2015,99.99,370
Vanguard Institutional Index I,Large Blend,13.68,VINIX,7/31/1990,6/30/2015,99.62,511
Vanguard Instl Ttl Stk Mkt Idx InstlPls,Large Blend,29.68,VITPX,5/31/2001,6/30/2015,99.82,"3,306"
Vanguard Mid Cap Growth Inv,Mid Growth,91.47,VMGRX,12/31/1997,6/30/2015,92.78,111
Vanguard Mid Cap Index I,Mid Blend,35.03,VMCIX,5/21/1998,6/30/2015,99.64,376
Vanguard Morgan™ Growth Inv,Large Growth,58.31,VMRGX,12/31/1968,6/30/2015,98.09,355
Vanguard PRIMECAP Core Inv,Large Growth,81.22,VPCCX,12/9/2004,6/30/2015,94,144
Vanguard PRIMECAP Inv,Large Growth,80.92,VPMCX,11/1/1984,6/30/2015,95.8,125
Vanguard Selected Value Inv,Mid Value,84.78,VASVX,2/15/1996,6/30/2015,90.25,124
Vanguard Small Cap Growth Index Inv,Small Growth,67.96,VISGX,5/21/1998,6/30/2015,99.72,739
Vanguard Small Cap Index Inv,Small Blend,50.08,NAESX,10/3/1960,6/30/2015,99.33,"1,490"
Vanguard Small Cap Value Index Inv,Small Value,71.53,VISVX,5/21/1998,6/30/2015,99.76,837
Vanguard Strategic Equity Inv,Mid Blend,78.54,VSEQX,8/14/1995,6/30/2015,99.34,444
Vanguard Strategic Small-Cap Equity Inv,Small Blend,78.66,VSTCX,4/24/2006,6/30/2015,99.04,344
Vanguard Struct Large-Cap Eq InstlPlus,Large Blend,49.02,VSLPX,5/15/2006,6/30/2015,99.67,179
Vanguard Structured Broad Mkt InstlPlus,Large Blend,54.91,VSBPX,5/3/2004,6/30/2015,99.5,221
Vanguard Tax-Managed Capital App I,Large Blend,28.1,VTCIX,2/24/1999,6/30/2015,99.63,726
Vanguard Tax-Managed Small Cap Adm,Small Blend,69.4,VTMSX,3/25/1999,6/30/2015,98.89,610
Vanguard Total Stock Mkt Idx Inv,Large Blend,29.82,VTSMX,4/27/1992,6/30/2015,99.48,"3,767"
Vanguard US Growth Inv,Large Growth,54.15,VWUSX,1/6/1959,6/30/2015,94.76,177
Vanguard US Value Inv,Large Value,64.19,VUVLX,6/29/2000,6/30/2015,99.15,240
Vanguard Value Index Inv,Large Value,52.1,VIVAX,11/2/1992,6/30/2015,99.91,316
Vanguard Windsor™ II Inv,Large Value,63.84,VWNFX,6/24/1985,6/30/2015,97.35,258
Vanguard Windsor™ Inv,Large Value,79.52,VWNDX,10/23/1958,6/30/2015,97.67,139
Vantagepoint 500 Stock Index I,Large Blend,13.66,VPFIX,3/1/1999,6/30/2015,100.04,507
Vantagepoint Aggressive Opp Inv,Mid Growth,80.99,VPAOX,3/1/1999,6/30/2015,96.88,573
Vantagepoint Broad Market Index I,Large Blend,29.68,VPMIX,3/1/1999,6/30/2015,99.91,"2,296"
Vantagepoint Discovery Investor,Small Blend,98.34,VPDSX,10/30/2007,6/30/2015,98.08,364
Vantagepoint Equity Income Investor,Large Value,74.96,VPEIX,3/1/1999,6/30/2015,96.01,735
Vantagepoint Growth & Income Investor,Large Blend,56.82,VPGIX,3/1/1999,6/30/2015,96.92,202
Vantagepoint Growth Investor,Large Growth,52.53,VPGRX,3/1/1999,6/30/2015,97.66,139
Vantagepoint Mid/Small Company Index I,Mid Blend,63.9,VPSIX,3/1/1999,6/30/2015,100.12,"2,503"
Vantagepoint Select Value Investor,Mid Value,72.3,VPSVX,10/30/2007,6/30/2015,94.18,180
Vericimetry U.S. Small Cap Value,Small Value,75.48,VYSVX,12/27/2011,6/30/2015,97.04,"1,290"
Vice Fund Portfolio,Large Blend,95.49,[na],11/16/2012,3/31/2015,88.35,29
Victory Diversified Stock A,Large Blend,78.64,SRVEX,10/20/1989,6/30/2015,96.65,50
Victory Inst Diversified Stock,Large Blend,78.65,VIDSX,6/24/2005,6/30/2015,99,50
Victory Integrity Micro-Cap Equity A,Small Blend,100,MMEAX,12/26/1996,6/30/2015,96.93,122
Victory Integrity Mid-Cap Value A,Mid Value,79.65,MAIMX,7/1/2011,6/30/2015,96.95,110
Victory Integrity Small/Mid-Cap Value A,Small Value,92.08,MAISX,7/1/2011,6/30/2015,97.02,111
Victory Integrity Small-Cap Value A,Small Value,86.26,VSCVX,3/30/2004,6/30/2015,96.52,120
Victory Munder Growth Opportunities A,Large Growth,86.34,MNNAX,8/19/1996,6/30/2015,99.22,84
Victory Munder Index 500 Y,Large Blend,13.76,MUXYX,11/29/1991,6/30/2015,96.71,505
Victory Munder Mid-Cap Core Growth Y,Mid Growth,91.98,MGOYX,6/24/1998,6/30/2015,99.63,86
Victory NewBridge Large Cap Growth A,Large Growth,70.38,VFGAX,12/31/2003,6/30/2015,98.91,34
Victory Select A,Large Blend,90.44,VFSAX,12/30/2013,6/30/2015,96.41,25
Victory Special Value A,Mid Blend,96.77,SSVSX,12/3/1993,6/30/2015,99.43,50
Victory Sycamore Established Value R,Mid Value,87.55,GETGX,8/16/1983,6/30/2015,95.69,75
Victory Sycamore Small Company Opp R,Small Value,89.91,GOGFX,8/16/1983,6/30/2015,96.89,102
Villere Equity,Mid Growth,98.8,VLEQX,5/31/2013,6/30/2015,92.66,25
Virtus Contrarian Value A,Mid Value,94.78,FMIVX,12/30/1997,6/30/2015,99.72,32
Virtus Equity Trend A,Large Blend,69.35,VAPAX,7/1/2010,6/30/2015,96.73,227
Virtus Mid-Cap Core A,Mid Growth,96.1,VMACX,6/22/2009,3/31/2015,93.2,31
Virtus Mid-Cap Growth A,Mid Growth,97.85,PHSKX,12/31/1975,3/31/2015,99.05,48
Virtus Quality Large-Cap Value A,Large Blend,84.51,PPTAX,7/29/2005,3/31/2015,98.71,34
Virtus Quality Small-Cap A,Small Growth,96.06,PQSAX,6/28/2006,3/31/2015,97.01,33
Virtus Sector Trend A,Large Blend,29.4,PWBAX,8/1/2003,6/30/2015,99.33,435
Virtus Small-Cap Core I,Small Growth,94.5,PKSFX,10/18/1996,3/31/2015,98.9,33
Virtus Small-Cap Sustainable Growth A,Small Growth,94.79,PSGAX,6/28/2006,3/31/2015,91.66,29
Virtus Strategic Growth A,Large Growth,63.02,PSTAX,10/16/1995,3/31/2015,98.67,46
Virtus Wealth Masters A,Mid Growth,87.08,VWMAX,9/5/2012,3/31/2015,99.44,175
Volumetric,Mid Blend,93.37,VOLMX,1/2/1979,6/30/2015,79.18,72
Voya Corporate Leaders 100 A,Large Blend,40.05,IACLX,6/30/2008,6/30/2015,98.86,103
Voya Corporate Leaders Trust B,Large Value,83.61,LEXCX,11/18/1935,6/30/2015,100,21
Voya Growth and Income Port I,Large Blend,65.62,IIVGX,12/31/1979,6/30/2015,99.55,65
Voya Growth Opportunities A,Large Growth,54.83,NLCAX,7/21/1997,6/30/2015,97.77,61
Voya Index Plus LargeCap Port I,Large Blend,49.54,IPLIX,9/16/1996,6/30/2015,98.29,148
Voya Index Plus MidCap Port I,Mid Blend,82.78,IPMIX,12/16/1997,6/30/2015,98.89,201
Voya Index Plus SmallCap Port I,Small Blend,82.71,IPSIX,12/19/1997,6/30/2015,98.09,251
Voya Large Cap Growth A,Large Growth,54.9,ILCAX,3/1/2012,6/30/2015,97.48,61
Voya Large Cap Growth Port S,Large Growth,54.84,IEOSX,5/3/2004,6/30/2015,97.77,61
Voya Large Cap Value A,Large Value,60.52,IEDAX,12/18/2007,6/30/2015,92.66,68
Voya Large Cap Value Port I,Large Value,60.47,IPEIX,5/11/2007,6/30/2015,92.35,67
Voya Mid Cap Value Advantage A,Mid Value,90.2,AIMAX,2/3/1998,6/30/2015,93.41,76
Voya MidCap Opportunities A,Mid Growth,91.38,NMCAX,8/20/1998,6/30/2015,98.45,74
Voya MidCap Opportunities Port I,Mid Growth,91.38,IIMOX,5/5/2000,6/30/2015,98.08,75
Voya Multi-Manager Large Cap Core Port I,Large Blend,59.17,IPPIX,4/29/2005,6/30/2015,98.1,97
Voya Multi-Manager Mid Cap Value I,Mid Value,71.09,IMCVX,10/3/2011,6/30/2015,98.41,229
Voya Russell Large Cap Growth Idx Port I,Large Growth,42.33,IRLNX,5/1/2009,6/30/2015,98.95,140
Voya Russell Large Cap Index Port I,Large Blend,9.53,IIRLX,3/10/2008,6/30/2015,98.94,203
Voya Russell Large Cap Value Idx Port I,Large Value,43.45,IRVIX,5/1/2009,6/30/2015,98.65,133
Voya Russell Mid Cap Growth Idx Port I,Mid Growth,75.15,IRGJX,5/1/2009,6/30/2015,96.48,509
Voya Russell Mid Cap Index Port I,Mid Blend,29.4,IIRMX,3/10/2008,6/30/2015,98.82,831
Voya Russell Small Cap Index Port I,Small Blend,39.46,IIRSX,3/10/2008,6/30/2015,97.16,"1,627"
Voya Small Company I,Small Blend,84.78,AESGX,1/4/1994,6/30/2015,96.23,158
Voya Small Company Port I,Small Blend,84.78,IVCSX,12/27/1996,6/30/2015,95.46,158
Voya SmallCap Opportunities A,Small Growth,78.97,NSPAX,6/5/1995,6/30/2015,89.32,159
Voya SmallCap Opportunities Port I,Small Growth,78.93,IVSOX,5/6/1994,6/30/2015,89.71,159
Voya US Stock Index Port I,Large Blend,13.74,INGIX,5/3/2004,6/30/2015,98.32,505
Vulcan Value Partners,Large Growth,90.43,VVPLX,12/30/2009,6/30/2015,97.44,36
Vulcan Value Partners Small Cap,Small Blend,97.69,VVPSX,12/30/2009,6/30/2015,88.99,37
VY American Century Small-Mid Cap Val I,Mid Value,85.21,IACIX,5/1/2002,6/30/2015,92.61,285
VY Baron Growth I,Mid Growth,98.04,IBGIX,5/1/2002,6/30/2015,96.02,79
VY Columbia Contrarian Core I,Large Blend,61.85,ISFIX,12/10/2001,6/30/2015,96.99,76
VY Columbia Small Cap Value II I,Small Value,84.62,ICISX,4/28/2006,6/30/2015,96.43,122
VY FMR Diversified Mid Cap S,Mid Growth,81.7,IFDSX,10/2/2000,6/30/2015,91.72,290
VY Franklin Mutual Shares Portfolio I,Large Value,79.56,IFMIX,4/30/2007,6/30/2015,90.38,104
VY Invesco Comstock I,Large Value,68.29,IVKIX,5/1/2002,6/30/2015,97.08,81
VY Invesco Growth and Income S,Large Value,69.36,IVGSX,10/4/1993,6/30/2015,96.9,87
VY JPMorgan Mid Cap Value I,Mid Value,79.37,IJMIX,5/1/2002,6/30/2015,97.88,108
VY JPMorgan Small Cap Core Equity S,Small Blend,77.47,IJSSX,5/1/2002,6/30/2015,96.83,527
VY T. Rowe Price Divers Mid Cap Gr I,Mid Growth,80.85,IAXIX,12/10/2001,6/30/2015,98.2,323
VY T. Rowe Price Equity Income S,Large Value,68.55,IRPSX,1/24/1989,6/30/2015,96.47,113
VY T. Rowe Price Growth Equity I,Large Growth,56.83,ITGIX,11/28/1997,6/30/2015,97.95,110
Waddell & Reed Accumulative A,Large Growth,71.9,UNACX,10/9/1940,6/30/2015,94.67,103
Waddell & Reed Core Investment A,Large Growth,75.97,UNCMX,10/9/1940,6/30/2015,97.55,62
Waddell & Reed Dividend Opps A,Large Blend,77.8,WDVAX,7/1/2003,6/30/2015,91.99,54
Waddell & Reed New Concepts A,Mid Growth,91.38,UNECX,6/9/1983,6/30/2015,97.69,79
Waddell & Reed Small Cap A,Small Growth,88.85,UNSAX,10/4/1999,6/30/2015,94.46,87
Waddell & Reed Tax Managed Eq A,Large Growth,63.37,WTEAX,3/31/2000,6/30/2015,95.41,55
Waddell & Reed Value A,Large Value,84.84,WVAAX,12/15/2000,6/30/2015,95.44,45
Waddell & Reed Vanguard A,Large Growth,55.36,UNVGX,10/21/1969,6/30/2015,97.7,56
Walden Equity,Large Growth,70.18,WSEFX,6/18/1999,6/30/2015,99.35,75
Walden Midcap,Mid Growth,85.13,WAMFX,8/1/2011,6/30/2015,96.9,80
Walden Small Cap Innovations,Small Growth,87.27,WASOX,10/24/2008,6/30/2015,99.44,107
Walden SMID Cap Innovations,Small Growth,89.16,WASMX,6/28/2012,6/30/2015,97.72,111
Walthausen Select Value Institutional,Small Blend,94.83,WSVIX,12/27/2010,4/30/2015,93.83,41
Walthausen Small Cap Value,Small Value,95.41,WSCVX,2/1/2008,4/30/2015,96.62,85
Wanger Select,Mid Growth,97.11,WATWX,2/1/1999,6/30/2015,99.87,46
Wanger USA,Small Growth,87.43,WUSAX,5/3/1995,6/30/2015,100,123
Wasatch Core Growth,Small Growth,92.03,WGROX,12/8/1986,6/30/2015,91.08,66
Wasatch Large Cap Value Investor,Large Value,61.25,FMIEX,9/25/1996,6/30/2015,99.31,38
Wasatch Micro Cap,Small Growth,96.57,WMICX,6/19/1995,6/30/2015,96.24,90
Wasatch Micro Cap Value,Small Growth,97.76,WAMVX,7/28/2003,6/30/2015,91.15,112
Wasatch Small Cap Growth,Small Growth,89.91,WAAEX,12/8/1986,6/30/2015,92.05,101
Wasatch Small Cap Value,Small Growth,96.39,WMCVX,12/17/1997,6/30/2015,98.5,60
Wasatch Strategic Income,Mid Blend,99.39,WASIX,2/1/2006,6/30/2015,96.7,42
Wasatch Ultra Growth,Small Growth,93.05,WAMCX,8/17/1992,6/30/2015,93.71,94
WBI Absolute Return Dividend Gr Instl,Large Blend,92.7,WBDGX,12/29/2010,6/30/2015,82.16,35
Weitz Hickory,Mid Blend,97.31,WEHIX,4/1/1993,6/30/2015,84.17,43
Weitz Partners III Opportunity Instl,Mid Blend,93.77,WPOPX,12/30/2005,6/30/2015,66.84,43
Weitz Partners Value Investor,Large Blend,92.51,WPVLX,5/31/1983,6/30/2015,82.1,45
Weitz Research,Mid Growth,97.65,WRESX,12/31/2010,6/30/2015,85.85,35
Weitz Value Investor,Large Blend,90.44,WVALX,5/9/1986,6/30/2015,81.46,41
Wellington Shields All-Cap A,Large Blend,81.55,WSCMX,12/1/2014,3/31/2015,99.51,34
Wells Fargo Advantage C&B Lg Cp Val Inv,Large Value,87.58,CBEQX,5/15/1990,6/30/2015,96.59,45
Wells Fargo Advantage C&B Mid Cp Val Inv,Mid Value,93.99,CBMDX,2/18/1998,6/30/2015,90.55,47
Wells Fargo Advantage Capital Growth Inv,Large Growth,59.61,SLGIX,11/3/1997,6/30/2015,96.73,72
Wells Fargo Advantage Common Stock Inv,Mid Growth,91.77,STCSX,12/29/1989,6/30/2015,98.57,79
Wells Fargo Advantage Discovery Inv,Mid Growth,95.34,STDIX,12/31/1987,6/30/2015,97.67,83
Wells Fargo Advantage Discp US Core A,Large Value,67.3,EVSAX,2/28/1990,6/30/2015,99.03,134
Wells Fargo Advantage Diversified Eq Adm,Large Growth,73.61,NVDEX,11/11/1994,6/30/2015,97.77,"1,151"
Wells Fargo Advantage Emerging Gr Inv,Small Growth,83.01,WFGTX,1/31/2007,6/30/2015,96.73,98
Wells Fargo Advantage Endeavor Select A,Large Growth,62.89,STAEX,12/29/2000,6/30/2015,98.64,41
Wells Fargo Advantage Enterprise Inv,Mid Growth,94.57,SENTX,9/30/1998,6/30/2015,97.84,75
Wells Fargo Advantage Growth Inv,Large Growth,71.49,SGROX,12/31/1993,6/30/2015,98.45,114
Wells Fargo Advantage Index Adm,Large Blend,13.71,WFIOX,2/14/1985,6/30/2015,98.56,506
Wells Fargo Advantage Intrinsic Val A,Large Blend,80.21,EIVAX,8/1/2006,6/30/2015,96.29,48
Wells Fargo Advantage Intrns SmCpVal Inv,Small Blend,93.24,SCOVX,3/28/2002,6/30/2015,94.01,67
Wells Fargo Advantage Large Cap Core A,Large Blend,78.65,EGOAX,12/17/2007,6/30/2015,97.6,51
Wells Fargo Advantage Large Cap Gr Inv,Large Growth,56.91,STRFX,12/30/1981,6/30/2015,98.81,75
Wells Fargo Advantage Large Co Value Inv,Large Value,72.29,SDVIX,7/1/1993,6/30/2015,97.75,84
Wells Fargo Advantage Omega Growth A,Large Growth,66.08,EKOAX,4/29/1968,6/30/2015,97.9,71
Wells Fargo Advantage Opportunity Inv,Mid Growth,92.04,SOPFX,12/31/1985,6/30/2015,98.25,80
Wells Fargo Advantage Prem Lg Co Gr B,Large Growth,56.96,EKJBX,9/11/1935,6/30/2015,99.64,96
Wells Fargo Advantage Sm/Md Cap Val Inv,Small Blend,98.17,SMMVX,3/28/2002,6/30/2015,95.7,91
Wells Fargo Advantage Small Cap Opp Adm,Small Blend,89.42,NVSOX,8/15/1996,6/30/2015,92.86,129
Wells Fargo Advantage Small Cap Val Inv,Small Blend,95.92,SSMVX,12/31/1997,6/30/2015,91.3,108
Wells Fargo Advantage Small Co Gr Adm,Small Growth,91.51,NVSCX,11/11/1994,6/30/2015,92.97,124
Wells Fargo Advantage Small Co Value A,Small Value,86.42,SCVAX,1/31/2002,6/30/2015,97.23,99
Wells Fargo Advantage Spec Md Cp Val Inv,Mid Value,90.86,SMCDX,12/31/1998,6/30/2015,93.77,62
Wells Fargo Advantage Spec SmCp Val A,Small Value,88.43,ESPAX,5/7/1993,6/30/2015,96.48,118
Wells Fargo Advantage Trdtl Sm Cp Gr A,Small Growth,87.03,EGWAX,6/5/1995,6/30/2015,96.47,61
WesMark Growth,Large Blend,70.77,WMKGX,4/14/1997,6/30/2015,98.75,77
WesMark Small Company Growth,Small Growth,92.13,WMKSX,12/31/1993,6/30/2015,95.56,85
Westcore Blue Chip Dividend Retail,Large Blend,91.68,WTMVX,6/1/1988,6/30/2015,99.74,31
Westcore Growth Retail,Large Growth,63.86,WTEIX,6/1/1988,6/30/2015,97.51,42
Westcore Micro-Cap Opportunity Retail,Small Blend,99.93,WTMIX,6/23/2008,6/30/2015,97.45,186
Westcore Mid-Cap Value Dividend Retail,Mid Value,87.48,WTMCX,10/1/1998,6/30/2015,96.61,63
Westcore MIDCO Growth Retail,Mid Growth,96.19,WTMGX,8/1/1986,6/30/2015,95.23,77
Westcore Select Retail,Mid Growth,99.06,WTSLX,10/1/1999,6/30/2015,93.41,35
Westcore Small-Cap Growth Institutional,Small Growth,87.1,WISGX,12/20/2013,6/30/2015,97.84,90
Westcore Small-Cap Value Dividend Retail,Small Value,88.84,WTSVX,12/13/2004,6/30/2015,98.76,65
Westfield Capital Dividend Growth Instl,Large Blend,81.9,WDIVX,5/28/2010,7/31/2015,98.69,41
Westfield Capital Large Cap Growth Instl,Large Growth,64.92,WCLGX,7/13/2011,7/31/2015,98.61,52
Westport R,Mid Growth,95.82,WPFRX,12/31/1997,6/30/2015,98.7,37
Westport Select Cap R,Mid Blend,98.7,WPSRX,12/31/1997,6/30/2015,99.26,24
Westwood Dividend Growth Institutional,Large Blend,75.86,WHGDX,8/6/2001,6/30/2015,99.19,46
Westwood LargeCap Value Institutional,Large Value,80.48,WHGLX,6/28/2006,6/30/2015,95.07,49
Westwood SmallCap Value Institutional,Small Blend,96.14,WHGSX,4/2/2007,6/30/2015,98.86,67
Westwood SMidCap Institutional,Mid Blend,96.63,WHGMX,12/19/2005,6/30/2015,98.52,61
Westwood SMidCap Plus Institutional,Mid Blend,93.71,WHGPX,3/28/2011,6/30/2015,94.27,64
White Oak Select Growth,Large Growth,85.74,WOGSX,8/3/1992,6/30/2015,99.38,26
WHV/Seizert Small Cap Value Equity A,Small Value,96.05,WVSAX,9/30/2013,6/30/2015,98.31,60
William Blair Growth N,Large Growth,76.12,WBGSX,3/20/1946,6/30/2015,98.48,57
